91832,1
36401,0
41182,0
48340,1
26193,0
35387,0
42388,0
15482,0
48602,1
24150,0
32515,0
43849,0
13738,0
48516,1
22245,0
34545,0
45036,1
12615,0
48613,1
24767,0
31383,0
44192,0
12096,0
47852,1
32062,0
22895,0
48673,1
15542,0
41477,0
42093,0
12812,0
49338,1
27077,0
29763,0
47968,1
11862,0
44952,0
38255,0
15871,0
49427,1
17164,0
39901,0
43631,0
11888,0
49359,1
29262,0
26548,0
46907,1
11507,0
46803,1
36444,0
18112,0
49636,1
18748,0
37551,0
44526,0
12286,0
49453,1
26094,0
28986,0
47331,1
11515,0
47503,1
33624,0
20194,0
48985,1
15979,0
39845,0
39765,0
13588,0
49500,1
22900,0
32094,0
46140,1
29334,0
26668,0
48556,1
13526,0
44465,0
40327,0
14544,0
50195,1
23658,0
33139,0
44788,0
12958,0
50205,1
21582,0
35451,0
46029,1
11218,0
48274,1
33852,0
21268,0
49588,1
16627,0
40823,0
43278,0
12086,0
49793,1
28480,0
33225,0
46783,1
11443,0
49229,1
31254,0
30090,0
47734,1
12194,0
46281,1
33924,0
26952,0
48557,1
13442,0
44630,0
36386,0
18707,0
49949,1
15023,0
42608,0
41976,0
12974,0
50119,1
26266,0
30203,0
47578,1
12048,0
46423,1
37802,0
17016,0
50452,1
20780,0
41533,0
43141,0
11775,0
50267,1
23411,0
33521,0
45780,1
11514,0
49406,1
31059,0
25193,0
48138,1
14007,0
43430,0
41506,0
13829,0
49654,1
25064,0
31904,0
45772,1
10648,0
48861,1
32463,0
28003,0
49249,1
13893,0
45178,1
34844,0
20171,0
50275,1
14419,0
43102,0
41291,0
13913,0
49868,1
21341,0
37555,0
45471,1
12317,0
49595,1
33683,0
24882,0
50021,1
15859,0
42701,0
43670,0
14308,0
51506,1
23466,0
41148,0
44471,0
13141,0
51727,1
30572,0
26610,0
50429,1
14148,0
46210,1
42004,0
19327,0
49453,1
14250,0
46745,1
39797,0
17333,0
50356,1
23646,0
35149,0
48379,1
12974,0
49947,1
28368,0
29197,0
48618,1
12980,0
48033,1
36515,0
18052,0
50876,1
15326,0
46739,1
37931,0
15923,0
52010,1
20779,0
32161,0
49378,1
11265,0
46250,1
32505,0
20808,0
48224,1
09130,1
47076,1
38623,0
13382,0
47329,1
16995,0
38682,0
41463,0
14545,0
48506,1
28188,0
27245,0
47743,1
09993,1
46324,1
36063,0
18171,0
50935,1
19805,0
36687,0
45284,1
15330,0
49734,1
29214,0
28050,0
49755,1
15060,0
45659,1
40772,0
16211,0
50435,1
25170,0
34096,0
46630,1
14257,0
49452,1
36249,0
20147,0
51116,1
16955,0
43158,0
42698,0
15318,0
52104,1
22031,0
36803,0
48643,1
11616,0
49596,1
37556,0
23312,0
50461,1
16893,0
44431,0
42592,0
22250,0
56088,1
23431,0
42608,0
54292,1
15409,0
58742,1
38664,0
35031,0
58887,1
22898,0
56660,1
54508,1
24386,0
65737,1
43817,0
46329,1
63986,1
27681,0
64795,1
61342,1
34375,0
65919,1
41658,0
61084,1
65005,1
35995,0
65902,1
51622,1
57500,1
65298,1
36593,0
66205,1
62223,1
42450,0
65597,1
45471,1
60924,1
65286,1
37335,0
65985,1
51062,1
56926,1
65303,1
32892,0
66221,1
57859,1
41251,0
65643,1
38416,0
60277,1
62213,1
32629,0
66146,1
44474,0
50885,1
65179,1
29763,0
64462,1
56544,1
34755,0
65953,1
31749,0
60134,1
61347,1
30960,0
66049,1
39067,0
51238,1
63048,1
26862,0
65514,1
45380,1
45878,1
62528,1
25671,0
60662,1
51212,1
34284,0
63289,1
27271,0
53969,1
55269,1
23130,0
62604,1
34254,0
49288,1
56079,1
22031,0
60830,1
35327,0
39893,0
57975,1
19349,0
58381,1
43082,0
35088,0
57597,1
20662,0
52648,1
48536,1
21121,0
58130,1
30201,0
39519,0
53755,1
15919,0
55156,1
37243,0
28509,0
54764,1
19003,0
47210,1
46379,1
16146,0
53852,1
29259,0
38402,0
48882,1
12394,0
51041,1
36037,0
22391,0
51367,1
17138,0
41258,0
40674,0
14161,0
50071,1
18064,0
37007,0
44062,0
09247,1
47637,1
29269,0
22045,0
45203,1
08913,1
43573,0
35656,0
13631,0
46645,1
12478,0
37248,0
39194,0
07345,1
44851,0
22305,0
23827,0
42548,0
07184,1
41021,0
32696,0
25638,0
40921,0
05094,1
41077,0
29099,0
12117,0
42536,0
11085,0
32262,0
36732,0
03442,1
42193,0
22098,0
18989,0
39569,0
02936,1
41543,0
23823,0
16686,0
41363,0
06543,1
35967,0
33796,0
05841,1
42894,0
16716,0
24477,0
39499,0
03861,1
39538,0
23885,0
16917,0
40738,0
05045,1
39159,0
26422,0
14296,0
42357,0
08676,1
34485,0
35626,0
05138,1
42813,0
19698,0
22365,0
40749,0
03906,1
41476,0
26630,0
14615,0
42291,0
09071,1
